Category,ID,Yield (kg),Processed (kg),Beer (liters),X Coordinate,Y Coordinate,Lane From,Lane To,Capacity (kg/liters),Repair Cost,Ground Class
HullPoint_31,3,,,,998,-66,,,,,6
HullPoint_31,4,,,,1000,98,,,,,6
HullPoint_31,5,,,,994,175,,,,,6
HullPoint_31,6,,,,992,199,,,,,6
HullPoint_31,7,,,,990,208,,,,,6
HullPoint_31,8,,,,924,191,,,,,6
HullPoint_31,9,,,,874,177,,,,,6
HullPoint_31,10,,,,863,166,,,,,6
HullPoint_31,11,,,,821,-106,,,,,6
HullPoint_31,12,,,,894,-152,,,,,6
HullPoint_31,13,,,,929,-166,,,,,6
Hull_32,Array of Points,,,,,,,,,,6
HullPoint_32,0,,,,435,710,,,,,6
HullPoint_32,1,,,,720,859,,,,,6
HullPoint_32,2,,,,723,862,,,,,6
HullPoint_32,3,,,,734,884,,,,,6
HullPoint_32,4,,,,734,909,,,,,6
HullPoint_32,5,,,,717,948,,,,,6
HullPoint_32,6,,,,712,955,,,,,6
HullPoint_32,7,,,,699,968,,,,,6
HullPoint_32,8,,,,660,1000,,,,,6
HullPoint_32,9,,,,460,998,,,,,6
HullPoint_32,10,,,,383,989,,,,,6
HullPoint_32,11,,,,375,958,,,,,6
HullPoint_32,12,,,,358,843,,,,,6
HullPoint_32,13,,,,359,840,,,,,6
HullPoint_32,14,,,,389,758,,,,,6
Hull_33,Array of Points,,,,,,,,,,5
HullPoint_33,0,,,,-259,57,,,,,5
HullPoint_33,1,,,,-45,300,,,,,5
HullPoint_33,2,,,,-105,375,,,,,5
HullPoint_33,3,,,,-119,389,,,,,5
HullPoint_33,4,,,,-230,317,,,,,5
HullPoint_33,5,,,,-363,99,,,,,5
HullPoint_33,6,,,,-320,70,,,,,5
Hull_34,Array of Points,,,,,,,,,,1
HullPoint_34,0,,,,-945,-999,,,,,1
HullPoint_34,1,,,,-840,-972,,,,,1
HullPoint_34,2,,,,-824,-944,,,,,1
HullPoint_34,3,,,,-775,-733,,,,,1
HullPoint_34,4,,,,-799,-675,,,,,1
HullPoint_34,5,,,,-834,-641,,,,,1
HullPoint_34,6,,,,-883,-615,,,,,1
HullPoint_34,7,,,,-909,-608,,,,,1
HullPoint_34,8,,,,-924,-606,,,,,1
HullPoint_34,9,,,,-959,-619,,,,,1
HullPoint_34,10,,,,-966,-623,,,,,1
HullPoint_34,11,,,,-993,-662,,,,,1
HullPoint_34,12,,,,-1000,-705,,,,,1
HullPoint_34,13,,,,-999,-978,,,,,1
HullPoint_34,14,,,,-992,-991,,,,,1
Hull_35,Array of Points,,,,,,,,,,5
HullPoint_35,0,,,,910,-436,,,,,5
HullPoint_35,1,,,,955,-424,,,,,5
HullPoint_35,2,,,,979,-412,,,,,5
HullPoint_35,3,,,,991,-391,,,,,5
HullPoint_35,4,,,,997,-354,,,,,5
HullPoint_35,5,,,,999,-280,,,,,5
HullPoint_35,6,,,,999,-267,,,,,5
HullPoint_35,7,,,,995,-217,,,,,5
HullPoint_35,8,,,,994,-212,,,,,5
HullPoint_35,9,,,,968,-191,,,,,5
HullPoint_35,10,,,,799,-81,,,,,5
HullPoint_35,11,,,,739,-103,,,,,5
HullPoint_35,12,,,,699,-144,,,,,5
HullPoint_35,13,,,,693,-169,,,,,5
HullPoint_35,14,,,,698,-180,,,,,5
Hull_36,Array of Points,,,,,,,,,,5
HullPoint_36,0,,,,-346,-1000,,,,,5
HullPoint_36,1,,,,-237,-981,,,,,5
HullPoint_36,2,,,,-221,-969,,,,,5
HullPoint_36,3,,,,-201,-951,,,,,5
HullPoint_36,4,,,,-187,-705,,,,,5
HullPoint_36,5,,,,-204,-668,,,,,5
HullPoint_36,6,,,,-517,-724,,,,,5
HullPoint_36,7,,,,-419,-992,,,,,5
Hull_37,Array of Points,,,,,,,,,,4
HullPoint_37,0,,,,65,-283,,,,,4
HullPoint_37,1,,,,73,-281,,,,,4
HullPoint_37,2,,,,237,-236,,,,,4
HullPoint_37,3,,,,248,-109,,,,,4
HullPoint_37,4,,,,244,-96,,,,,4
HullPoint_37,5,,,,234,-71,,,,,4
HullPoint_37,6,,,,228,-64,,,,,4
HullPoint_37,7,,,,215,-49,,,,,4
HullPoint_37,8,,,,171,-8,,,,,4
HullPoint_37,9,,,,138,13,,,,,4
HullPoint_37,10,,,,-123,-107,,,,,4
HullPoint_37,11,,,,-141,-162,,,,,4
HullPoint_37,12,,,,-141,-177,,,,,4
HullPoint_37,13,,,,-136,-210,,,,,4
HullPoint_37,14,,,,-106,-250,,,,,4
Hull_38,Array of Points,,,,,,,,,,4
HullPoint_38,0,,,,-752,146,,,,,4
HullPoint_38,1,,,,-724,216,,,,,4
HullPoint_38,2,,,,-730,241,,,,,4
HullPoint_38,3,,,,-905,453,,,,,4
HullPoint_38,4,,,,-928,453,,,,,4
HullPoint_38,5,,,,-985,428,,,,,4
HullPoint_38,6,,,,-1000,414,,,,,4
HullPoint_38,7,,,,-999,164,,,,,4
HullPoint_38,8,,,,-994,153,,,,,4
Hull_39,Array of Points,,,,,,,,,,2
HullPoint_39,0,,,,-477,-375,,,,,2
HullPoint_39,1,,,,-206,-176,,,,,2
HullPoint_39,2,,,,-209,-163,,,,,2
HullPoint_39,3,,,,-225,-123,,,,,2
HullPoint_39,4,,,,-295,-62,,,,,2
HullPoint_39,5,,,,-329,-59,,,,,2
HullPoint_39,6,,,,-575,-223,,,,,2
HullPoint_39,7,,,,-580,-268,,,,,2
HullPoint_39,8,,,,-572,-283,,,,,2
HullPoint_39,9,,,,-538,-325,,,,,2
Hull_40,Array of Points,,,,,,,,,,5
HullPoint_40,0,,,,783,818,,,,,5
HullPoint_40,1,,,,924,895,,,,,5
HullPoint_40,2,,,,933,900,,,,,5
HullPoint_40,3,,,,933,938,,,,,5
HullPoint_40,4,,,,924,994,,,,,5
HullPoint_40,5,,,,815,996,,,,,5
HullPoint_40,6,,,,766,996,,,,,5
HullPoint_40,7,,,,753,990,,,,,5
HullPoint_40,8,,,,741,982,,,,,5
HullPoint_40,9,,,,734,965,,,,,5
HullPoint_40,10,,,,747,905,,,,,5
Hull_41,Array of Points,,,,,,,,,,6
HullPoint_41,0,,,,-960,451,,,,,6
HullPoint_41,1,,,,-900,456,,,,,6
HullPoint_41,2,,,,-895,466,,,,,6
HullPoint_41,3,,,,-860,550,,,,,6
HullPoint_41,4,,,,-862,566,,,,,6
HullPoint_41,5,,,,-880,594,,,,,6
HullPoint_41,6,,,,-908,620,,,,,6
HullPoint_41,7,,,,-988,622,,,,,6
HullPoint_41,8,,,,-1000,600,,,,,6
HullPoint_41,9,,,,-1000,460,,,,,6
Hull_42,Array of Points,,,,,,,,,,3
HullPoint_42,0,,,,391,446,,,,,3
HullPoint_42,1,,,,444,522,,,,,3
HullPoint_42,2,,,,459,562,,,,,3
HullPoint_42,3,,,,438,698,,,,,3
HullPoint_42,4,,,,428,703,,,,,3
HullPoint_42,5,,,,371,725,,,,,3
HullPoint_42,6,,,,323,708,,,,,3
HullPoint_42,7,,,,298,689,,,,,3
HullPoint_42,8,,,,240,642,,,,,3
HullPoint_42,9,,,,232,613,,,,,3
HullPoint_42,10,,,,270,516,,,,,3
HullPoint_42,11,,,,315,478,,,,,3
HullPoint_42,12,,,,368,454,,,,,3
Hull_43,Array of Points,,,,,,,,,,5
HullPoint_43,0,,,,-481,511,,,,,5
HullPoint_43,1,,,,-408,674,,,,,5
HullPoint_43,2,,,,-419,689,,,,,5
HullPoint_43,3,,,,-432,704,,,,,5
HullPoint_43,4,,,,-451,708,,,,,5
HullPoint_43,5,,,,-490,701,,,,,5
HullPoint_43,6,,,,-499,687,,,,,5
HullPoint_43,7,,,,-517,647,,,,,5
HullPoint_43,8,,,,-526,620,,,,,5
HullPoint_43,9,,,,-488,513,,,,,5
Hull_44,Array of Points,,,,,,,,,,2
HullPoint_44,0,,,,291,702,,,,,2
HullPoint_44,1,,,,387,741,,,,,2
HullPoint_44,2,,,,360,999,,,,,2
HullPoint_44,3,,,,216,997,,,,,2
HullPoint_44,4,,,,187,987,,,,,2
HullPoint_44,5,,,,182,967,,,,,2
Hull_45,Array of Points,,,,,,,,,,4
HullPoint_45,0,,,,552,-269,,,,,4
HullPoint_45,1,,,,662,-201,,,,,4
HullPoint_45,2,,,,698,-137,,,,,4
HullPoint_45,3,,,,698,-107,,,,,4
HullPoint_45,4,,,,501,-3,,,,,4
HullPoint_45,5,,,,468,-21,,,,,4
HullPoint_45,6,,,,461,-28,,,,,4
HullPoint_45,7,,,,452,-94,,,,,4
HullPoint_45,8,,,,462,-181,,,,,4
HullPoint_45,9,,,,480,-218,,,,,4
HullPoint_45,10,,,,539,-268,,,,,4
Hull_46,Array of Points,,,,,,,,,,2
HullPoint_46,0,,,,930,-739,,,,,2
HullPoint_46,1,,,,997,-719,,,,,2
HullPoint_46,2,,,,995,-455,,,,,2
HullPoint_46,3,,,,970,-443,,,,,2
HullPoint_46,4,,,,934,-441,,,,,2
HullPoint_46,5,,,,760,-612,,,,,2
Hull_47,Array of Points,,,,,,,,,,4
HullPoint_47,0,,,,-706,88,,,,,4
HullPoint_47,1,,,,-590,171,,,,,4
HullPoint_47,2,,,,-646,235,,,,,4
HullPoint_47,3,,,,-676,233,,,,,4
HullPoint_47,4,,,,-712,221,,,,,4
HullPoint_47,5,,,,-752,137,,,,,4
Hull_48,Array of Points,,,,,,,,,,3
HullPoint_48,0,,,,-898,-548,,,,,3
HullPoint_48,1,,,,-836,-521,,,,,3
HullPoint_48,2,,,,-823,-513,,,,,3
HullPoint_48,3,,,,-744,-384,,,,,3
HullPoint_48,4,,,,-762,-262,,,,,3
HullPoint_48,5,,,,-777,-248,,,,,3
HullPoint_48,6,,,,-827,-227,,,,,3
HullPoint_48,7,,,,-986,-192,,,,,3
HullPoint_48,8,,,,-996,-212,,,,,3
HullPoint_48,9,,,,-998,-416,,,,,3
HullPoint_48,10,,,,-992,-525,,,,,3
HullPoint_48,11,,,,-990,-528,,,,,3
HullPoint_48,12,,,,-955,-536,,,,,3
Hull_49,Array of Points,,,,,,,,,,2
HullPoint_49,0,,,,-134,-997,,,,,2
HullPoint_49,1,,,,-157,-978,,,,,2
HullPoint_49,2,,,,-180,-961,,,,,2
HullPoint_49,3,,,,-203,-959,,,,,2
HullPoint_49,4,,,,-248,-992,,,,,2
Hull_50,Array of Points,,,,,,,,,,5
HullPoint_50,0,,,,-374,713,,,,,5
HullPoint_50,1,,,,-268,740,,,,,5
HullPoint_50,2,,,,-498,797,,,,,5
HullPoint_50,3,,,,-502,770,,,,,5
HullPoint_50,4,,,,-500,757,,,,,5
HullPoint_50,5,,,,-467,724,,,,,5
HullPoint_50,6,,,,-412,715,,,,,5
Hull_51,Array of Points,,,,,,,,,,2
HullPoint_51,0,,,,264,-148,,,,,2
HullPoint_51,1,,,,307,-120,,,,,2
HullPoint_51,2,,,,349,-81,,,,,2
HullPoint_51,3,,,,360,-70,,,,,2
HullPoint_51,4,,,,376,-24,,,,,2
HullPoint_51,5,,,,382,82,,,,,2
HullPoint_51,6,,,,381,100,,,,,2
HullPoint_51,7,,,,150,108,,,,,2
HullPoint_51,8,,,,146,44,,,,,2
HullPoint_51,9,,,,147,30,,,,,2
Hull_52,Array of Points,,,,,,,,,,3
HullPoint_52,0,,,,438,-422,,,,,3
HullPoint_52,1,,,,498,-404,,,,,3
HullPoint_52,2,,,,514,-361,,,,,3
HullPoint_52,3,,,,527,-283,,,,,3
HullPoint_52,4,,,,441,-75,,,,,3
HullPoint_52,5,,,,383,-58,,,,,3
HullPoint_52,6,,,,367,-70,,,,,3
HullPoint_52,7,,,,270,-148,,,,,3
HullPoint_52,8,,,,267,-163,,,,,3
HullPoint_52,9,,,,259,-226,,,,,3
Hull_53,Array of Points,,,,,,,,,,5
HullPoint_53,0,,,,-223,-87,,,,,5
HullPoint_53,1,,,,-242,25,,,,,5
HullPoint_53,2,,,,-249,33,,,,,5
HullPoint_53,3,,,,-258,41,,,,,5
HullPoint_53,4,,,,-367,95,,,,,5
HullPoint_53,5,,,,-335,-12,,,,,5
Hull_54,Array of Points,,,,,,,,,,1
HullPoint_54,0,,,,406,-51,,,,,1
HullPoint_54,1,,,,425,-47,,,,,1
HullPoint_54,2,,,,455,-25,,,,,1
HullPoint_54,3,,,,471,19,,,,,1
HullPoint_54,4,,,,506,215,,,,,1
HullPoint_54,5,,,,469,198,,,,,1
HullPoint_54,6,,,,421,160,,,,,1
HullPoint_54,7,,,,403,135,,,,,1
HullPoint_54,8,,,,393,112,,,,,1
HullPoint_54,9,,,,391,107,,,,,1
HullPoint_54,10,,,,390,100,,,,,1
HullPoint_54,11,,,,385,-32,,,,,1
Hull_55,Array of Points,,,,,,,,,,3
HullPoint_55,0,,,,-741,-735,,,,,3
HullPoint_55,1,,,,-734,-722,,,,,3
HullPoint_55,2,,,,-731,-708,,,,,3
HullPoint_55,3,,,,-822,-536,,,,,3
HullPoint_55,4,,,,-977,-561,,,,,3
HullPoint_55,5,,,,-995,-574,,,,,3
HullPoint_55,6,,,,-999,-591,,,,,3
HullPoint_55,7,,,,-999,-603,,,,,3
Hull_56,Array of Points,,,,,,,,,,2
HullPoint_56,0,,,,-83,632,,,,,2
HullPoint_56,1,,,,-67,646,,,,,2
HullPoint_56,2,,,,-32,948,,,,,2
HullPoint_56,3,,,,-38,955,,,,,2
HullPoint_56,4,,,,-80,979,,,,,2
HullPoint_56,5,,,,-113,991,,,,,2
HullPoint_56,6,,,,-249,750,,,,,2
HullPoint_56,7,,,,-252,724,,,,,2
Hull_57,Array of Points,,,,,,,,,,2
HullPoint_57,0,,,,-680,-334,,,,,2
HullPoint_57,1,,,,-619,-327,,,,,2
HullPoint_57,2,,,,-578,-292,,,,,2
HullPoint_57,3,,,,-600,-217,,,,,2
HullPoint_57,4,,,,-675,-169,,,,,2
HullPoint_57,5,,,,-697,-159,,,,,2
HullPoint_57,6,,,,-700,-158,,,,,2
HullPoint_57,7,,,,-728,-154,,,,,2
HullPoint_57,8,,,,-774,-190,,,,,2
HullPoint_57,9,,,,-784,-199,,,,,2
HullPoint_57,10,,,,-732,-315,,,,,2
HullPoint_57,11,,,,-722,-328,,,,,2
Hull_58,Array of Points,,,,,,,,,,1
HullPoint_58,0,,,,42,274,,,,,1
HullPoint_58,1,,,,45,282,,,,,1
HullPoint_58,2,,,,40,287,,,,,1
HullPoint_58,3,,,,27,294,,,,,1
HullPoint_58,4,,,,-22,306,,,,,1
HullPoint_58,5,,,,-17,285,,,,,1
Hull_59,Array of Points,,,,,,,,,,3
HullPoint_59,0,,,,990,898,,,,,3
HullPoint_59,1,,,,999,938,,,,,3
HullPoint_59,2,,,,989,978,,,,,3
HullPoint_59,3,,,,965,985,,,,,3
HullPoint_59,4,,,,943,985,,,,,3
HullPoint_59,5,,,,959,947,,,,,3
HullPoint_59,6,,,,970,927,,,,,3
Hull_60,Array of Points,,,,,,,,,,1
HullPoint_60,0,,,,-857,-997,,,,,1
HullPoint_60,1,,,,-807,-994,,,,,1
HullPoint_60,2,,,,-806,-976,,,,,1
HullPoint_60,3,,,,-867,-994,,,,,1
Hull_61,Array of Points,,,,,,,,,,5
HullPoint_61,0,,,,874,189,,,,,5
HullPoint_61,1,,,,986,217,,,,,5
HullPoint_61,2,,,,999,224,,,,,5
HullPoint_61,3,,,,844,265,,,,,5
HullPoint_61,4,,,,773,276,,,,,5
HullPoint_61,5,,,,833,222,,,,,5
Hull_62,Array of Points,,,,,,,,,,4
HullPoint_62,0,,,,-729,-370,,,,,4
HullPoint_62,1,,,,-583,-334,,,,,4
HullPoint_62,2,,,,-723,-361,,,,,4
Hull_63,Array of Points,,,,,,,,,,5
HullPoint_63,0,,,,5,971,,,,,5
HullPoint_63,1,,,,146,989,,,,,5
HullPoint_63,2,,,,128,994,,,,,5
HullPoint_63,3,,,,121,995,,,,,5
HullPoint_63,4,,,,-21,995,,,,,5
HullPoint_63,5,,,,-24,992,,,,,5
HullPoint_63,6,,,,-22,983,,,,,5
Hull_64,Array of Points,,,,,,,,,,5
HullPoint_64,0,,,,-188,-669,,,,,5
HullPoint_64,1,,,,-140,-661,,,,,5
HullPoint_64,2,,,,-125,-653,,,,,5
HullPoint_64,3,,,,-120,-639,,,,,5
HullPoint_64,4,,,,-151,-622,,,,,5
HullPoint_64,5,,,,-167,-616,,,,,5
HullPoint_64,6,,,,-189,-635,,,,,5
Hull_65,Array of Points,,,,,,,,,,6
HullPoint_65,0,,,,-144,-210,,,,,6
HullPoint_65,1,,,,-143,-202,,,,,6
HullPoint_65,2,,,,-139,-106,,,,,6
HullPoint_65,3,,,,-193,-78,,,,,6
HullPoint_65,4,,,,-208,-109,,,,,6
HullPoint_65,5,,,,-198,-168,,,,,6
Hull_66,Array of Points,,,,,,,,,,5
HullPoint_66,0,,,,129,-998,,,,,5
HullPoint_66,1,,,,144,-998,,,,,5
HullPoint_66,2,,,,140,-971,,,,,5
HullPoint_66,3,,,,136,-947,,,,,5
HullPoint_66,4,,,,93,-990,,,,,5
Hull_67,Array of Points,,,,,,,,,,2
HullPoint_67,0,,,,508,227,,,,,2
HullPoint_67,1,,,,509,228,,,,,2
HullPoint_67,2,,,,468,243,,,,,2
Hull_68,Array of Points,,,,,,,,,,3
HullPoint_68,0,,,,357,-734,,,,,3
HullPoint_68,1,,,,375,-733,,,,,3
HullPoint_68,2,,,,454,-493,,,,,3
HullPoint_68,3,,,,457,-477,,,,,3
HullPoint_68,4,,,,438,-483,,,,,3
HullPoint_68,5,,,,336,-634,,,,,3
HullPoint_68,6,,,,330,-713,,,,,3
HullPoint_68,7,,,,337,-732,,,,,3
Hull_69,Array of Points,,,,,,,,,,2
HullPoint_69,0,,,,593,-1000,,,,,2
HullPoint_69,1,,,,602,-990,,,,,2
HullPoint_69,2,,,,531,-861,,,,,2
HullPoint_69,3,,,,535,-983,,,,,2
HullPoint_69,4,,,,551,-991,,,,,2
Hull_70,Array of Points,,,,,,,,,,1
HullPoint_70,0,,,,505,-468,,,,,1
HullPoint_70,1,,,,515,-451,,,,,1
HullPoint_70,2,,,,500,-423,,,,,1
HullPoint_70,3,,,,446,-446,,,,,1
